120,10
37.3431025,-122.1255958,3514.0000000,-47
37.3751991,-122.1277161,3513.3993693,0
37.3758820,-122.1277613,3513.3993693,1
37.3765626,-122.1278063,3513.3993693,2
37.3772383,-122.1278508,3513.3993693,3
37.3779066,-122.1278940,3513.3993693,4
37.3785749,-122.1279377,3513.3993693,5
37.3792359,-122.1279802,3513.3993693,6
37.3798943,-122.1280225,3513.3993693,7
37.3805478,-122.1280642,3513.3993693,8
37.3811986,-122.1281057,3513.3993693,9
37.3818445,-122.1281464,3513.3993693,10
37.3824855,-122.1281864,3513.3993693,11
37.3831237,-122.1282263,3513.3993693,12
37.3837590,-122.1282658,3513.3993693,13
37.3843895,-122.1283047,3513.3993693,14
37.3850150,-122.1283427,3513.3993693,15
37.3856395,-122.1283809,3513.3993693,16
37.3862591,-122.1284184,3513.3993693,17
37.3868757,-122.1284555,3513.3993693,18
37.3874874,-122.1284918,3513.3993693,19
37.3880978,-122.1285282,3513.3993693,20
37.3887033,-122.1285638,3513.3993693,21
37.3893057,-122.1285990,3513.3993693,22
37.3899049,-122.1286338,3513.3993693,23
37.3905026,-122.1286686,3513.3993693,24
37.3910954,-122.1287025,3513.3993693,25
37.3916850,-122.1287360,3513.3993693,26
37.3922728,-122.1287694,3513.3993693,27
37.3928559,-122.1288019,3513.3993693,28
37.3934371,-122.1288344,3513.3993693,29
37.3940151,-122.1288663,3513.3993693,30
37.3945911,-122.1288981,3513.3993693,31
37.3951638,-122.1289294,3513.3993693,32
37.3957331,-122.1289601,3513.3993693,33
37.3963004,-122.1289906,3513.3993693,34
37.3968644,-122.1290205,3513.3993693,35
37.3974262,-122.1290502,3513.3993693,36
37.3979847,-122.1290794,3513.3993693,37
37.3985411,-122.1291082,3513.3993693,38
37.3990952,-122.1291369,3513.3993693,39
37.3996472,-122.1291652,3513.3993693,40
37.4001958,-122.1291929,3513.3993693,41
37.4007431,-122.1292206,3513.3993693,42
37.4012872,-122.1292476,3513.3993693,43
37.4018290,-122.1292743,3513.3993693,44
37.4023685,-122.1293006,3513.3993693,45
37.4029067,-122.1293269,3513.3993693,46
37.4034416,-122.1293525,3513.3993693,47
37.4039750,-122.1293780,3513.3993693,48
37.4045062,-122.1294031,3513.3993693,49
37.4050350,-122.1294278,3513.3993693,50
37.4055615,-122.1294520,3513.3993693,51
37.4060865,-122.1294762,3513.3993693,52
37.4066093,-122.1294998,3513.3993693,53
37.4071305,-122.1295234,3513.3993693,54
37.4076494,-122.1295464,3513.3993693,55
37.4081660,-122.1295690,3513.3993693,56
37.4086811,-122.1295914,3513.3993693,57
37.4091947,-122.1296136,3513.3993693,58
37.4097067,-122.1296355,3513.3993693,59
37.4102166,-122.1296570,3513.3993693,60
37.4107243,-122.1296780,3513.3993693,61
37.4112310,-122.1296990,3513.3993693,62
37.4117357,-122.1297196,3513.3993693,63
37.4122389,-122.1297398,3513.3993693,64
37.4127401,-122.1297596,3513.3993693,65
37.4132404,-122.1297794,3513.3993693,66
37.4137387,-122.1297987,3513.3993693,67
37.4142356,-122.1298178,3513.3993693,68
37.4147312,-122.1298366,3513.3993693,69
37.4152249,-122.1298550,3513.3993693,70
37.4157174,-122.1298731,3513.3993693,71
37.4162086,-122.1298910,3513.3993693,72
37.4166985,-122.1299087,3513.3993693,73
37.4171869,-122.1299259,3513.3993693,74
37.4176741,-122.1299430,3513.3993693,75
37.4181602,-122.1299599,3513.3993693,76
37.4186448,-122.1299763,3513.3993693,77
37.4191281,-122.1299925,3513.3993693,78
37.4196104,-122.1300085,3513.3993693,79
37.4200912,-122.1300239,3513.3993693,80
37.4205711,-122.1300393,3513.3993693,81
37.4210499,-122.1300544,3513.3993693,82
37.4215276,-122.1300693,3513.3993693,83
37.4220041,-122.1300838,3513.3993693,84
37.4224797,-122.1300981,3513.3993693,85
37.4229543,-122.1301121,3513.3993693,86
37.4234278,-122.1301258,3513.3993693,87
37.4239004,-122.1301393,3513.3993693,88
37.4243719,-122.1301524,3513.3993693,89
